timestamps,TP9,AF7,AF8,TP10,Right AUX
1688994411.729,-30.273,279.785,146.484,77.148,-15.137
1688994411.733,-45.410,298.340,123.047,60.059,33.691
1688994411.737,-15.137,302.246,135.254,85.938,21.973
1688994411.741,14.160,287.109,155.273,102.051,53.711
1688994411.744,12.695,286.133,163.574,106.934,76.660
1688994411.748,10.254,262.695,161.621,117.676,11.719
1688994411.752,32.227,242.676,163.086,138.672,0.488
1688994411.756,49.316,223.633,161.133,147.461,17.578
1688994411.760,44.434,193.359,150.391,138.672,39.062
1688994411.764,43.457,172.363,146.484,133.789,64.941
1688994411.768,51.270,159.668,143.066,127.930,41.016
1688994411.772,62.012,153.809,136.230,137.207,17.090
1688994411.776,69.824,138.672,126.465,142.090,34.180
1688994411.780,74.219,114.746,115.234,129.883,68.848
1688994411.783,88.379,100.586,99.609,127.930,74.219
1688994411.787,93.262,78.613,85.449,130.859,53.223
1688994411.791,80.566,60.059,75.195,125.000,1.953
1688994411.795,75.195,45.410,66.406,135.254,-11.230
1688994411.799,72.754,23.438,61.035,128.906,56.641
1688994411.803,73.242,12.207,56.152,106.934,49.805
1688994411.807,71.777,2.930,46.875,98.633,-30.273
1688994411.811,66.895,-6.836,44.922,88.379,-30.273
1688994411.815,59.570,-12.207,47.852,81.543,68.848
1688994411.819,54.199,-21.973,43.457,69.824,93.262
1688994411.823,62.012,-38.086,40.527,55.176,84.473
1688994411.826,64.941,-27.832,37.109,47.363,65.430
1688994411.830,54.688,-20.996,33.203,35.156,15.625
1688994411.834,54.688,-23.926,29.297,22.949,3.418
1688994411.838,53.711,-18.066,24.414,15.625,66.895
1688994411.842,49.316,-7.324,16.113,1.465,47.363
1688994411.846,40.527,1.953,8.789,-13.184,13.184
1688994411.850,29.785,2.441,5.371,-21.973,48.828
1688994411.854,38.086,5.859,5.859,-19.531,36.621
1688994411.858,39.551,8.301,7.324,-18.066,14.648
1688994411.862,30.762,1.953,0.977,-31.738,53.223
1688994411.865,29.785,-2.441,-9.277,-43.457,63.477
1688994411.869,36.133,12.695,-13.184,-32.715,5.371
1688994411.873,40.527,25.879,-11.230,-22.949,49.805
1688994411.877,37.598,23.438,-8.789,-22.461,49.805
1688994411.881,31.250,25.879,-10.742,-25.391,29.297
1688994411.885,20.996,43.457,-19.043,-37.109,59.082
1688994411.889,20.996,54.199,-19.043,-34.180,15.625
1688994411.893,28.320,48.340,-8.789,-16.602,-6.348
1688994411.897,26.367,55.176,-10.742,-17.090,29.297
1688994411.901,28.809,69.336,-13.184,-27.832,39.551
1688994411.905,30.762,79.590,-7.324,-25.879,50.293
1688994411.908,30.273,111.816,-11.230,-28.320,63.477
1688994411.912,34.180,151.367,-15.625,-24.902,60.059
1688994411.916,30.273,182.129,-10.254,-22.461,68.848
1688994411.920,29.297,201.660,1.953,-22.461,43.945
1688994411.924,26.855,208.496,9.766,-23.926,-45.898
1688994411.928,22.461,185.059,11.719,-34.668,-21.973
1688994411.932,26.855,159.668,13.672,-33.691,60.059
1688994411.936,34.668,187.012,13.184,-24.902,68.359
1688994411.940,31.738,214.355,21.484,-27.344,45.898
1688994411.944,22.949,211.426,23.438,-22.461,9.277
1688994411.948,10.742,202.148,14.160,-19.043,16.602
1688994411.951,13.184,190.918,5.859,-18.066,42.480
1688994411.955,19.531,180.176,10.742,-17.578,13.672
1688994411.959,9.766,170.898,15.625,-10.254,-36.621
1688994411.963,10.254,160.645,11.719,-13.672,-40.039
1688994411.967,11.719,153.809,10.742,-21.484,-25.391
1688994411.971,12.207,153.320,7.812,-8.789,9.766
1688994411.975,18.555,157.227,4.395,-6.348,10.742
1688994411.979,20.508,157.227,-1.465,-5.371,24.902
1688994411.983,23.438,147.461,-7.812,-1.465,46.875
1688994411.987,24.902,146.973,-9.766,0.000,41.504
1688994411.990,21.973,158.691,-10.254,0.000,37.598
1688994411.994,14.648,155.762,-7.812,-8.789,27.832
1688994411.998,12.207,145.508,-3.418,-8.301,-14.648
1688994412.002,9.277,138.184,0.977,1.953,-8.301
1688994412.006,6.836,129.883,3.418,0.000,19.043
1688994412.010,4.395,120.605,0.488,8.301,41.992
1688994412.014,7.324,110.840,0.488,15.625,10.254
1688994412.018,12.207,107.910,2.441,16.602,-47.363
1688994412.022,15.625,106.934,-0.977,18.066,18.066
1688994412.026,18.555,97.656,-5.859,9.766,30.273
1688994412.030,21.973,87.891,-5.859,17.090,10.254
1688994412.033,19.043,90.820,-7.812,21.484,67.871
1688994412.037,18.066,88.379,-10.254,9.766,36.133
1688994412.041,21.484,77.148,-5.371,17.090,0.000
1688994412.045,17.090,72.266,-5.859,19.531,12.207
1688994412.049,17.578,67.871,-7.324,19.043,31.250
1688994412.053,29.785,71.289,-4.883,24.902,90.820
1688994412.057,29.297,71.289,-2.441,21.973,78.613
1688994412.061,52.734,72.754,-14.648,35.645,50.293
1688994412.065,95.215,83.984,-20.020,62.500,32.715
1688994412.069,76.172,69.824,3.418,57.617,29.785
1688994412.073,27.832,54.199,17.578,35.156,70.312
1688994412.076,20.508,55.664,12.207,27.832,82.031
1688994412.080,31.250,57.129,12.207,33.691,40.527
1688994412.084,23.438,52.246,17.090,23.926,7.324
1688994412.088,22.461,38.086,20.020,6.348,-28.809
1688994412.092,4.883,34.668,20.020,-6.836,17.090
1688994412.096,-2.930,39.062,11.230,-1.465,28.320
1688994412.100,1.953,42.969,10.254,5.859,2.930
