timestamps,TP9,AF7,AF8,TP10,Right AUX
1678714320.218,32.227,20.508,20.508,16.113,35.156
1678714320.222,29.785,24.902,25.391,16.602,55.664
1678714320.226,12.695,33.203,33.203,-9.766,27.832
1678714320.230,1.953,35.156,34.180,-27.344,-3.418
1678714320.234,34.180,29.785,24.902,-18.555,-51.270
1678714320.238,44.434,25.879,18.555,19.043,-6.836
1678714320.242,21.973,27.344,22.461,15.137,26.855
1678714320.246,6.348,36.133,29.297,-32.227,101.562
1678714320.250,-0.488,35.645,30.762,-39.551,105.957
1678714320.253,16.602,27.344,25.879,-17.090,86.426
1678714320.257,53.223,27.344,20.020,23.926,74.219
1678714320.261,43.945,30.273,20.996,23.438,34.668
1678714320.265,-3.418,33.691,28.809,-23.926,35.645
1678714320.269,-10.254,37.598,27.832,-42.480,-6.348
1678714320.273,6.836,35.645,24.902,-20.996,-9.277
1678714320.277,18.066,29.297,20.508,14.160,20.996
1678714320.281,26.367,30.273,14.648,11.719,11.230
1678714320.285,21.973,36.621,21.484,-18.066,31.738
1678714320.289,-2.441,38.086,28.320,-43.945,55.664
1678714320.293,-10.254,34.180,24.902,-21.973,56.641
1678714320.296,15.137,30.273,16.602,2.441,37.598
1678714320.300,42.480,31.250,19.043,2.441,67.383
1678714320.304,16.602,35.645,25.391,-21.973,67.383
1678714320.308,-23.926,37.598,27.832,-51.270,48.340
1678714320.312,-17.578,33.691,24.414,-38.086,61.523
1678714320.316,21.484,32.715,19.043,-0.977,18.555
1678714320.320,32.715,34.668,20.996,16.602,-20.508
1678714320.324,7.812,35.156,26.855,-14.648,26.367
1678714320.328,-10.254,36.621,34.668,-49.316,81.543
1678714320.332,-13.184,33.203,34.180,-44.434,39.062
1678714320.335,20.996,27.832,28.320,-6.836,-1.465
1678714320.339,47.363,25.879,24.414,11.719,36.133
1678714320.343,21.973,28.809,25.879,-3.906,57.617
